,Unnamed: 0,date,webUrl,headline,sectionName,platform,bodyText,article_length,author_name,neg,neu,pos,sentiment
128,128,01/31/2015,https://www.cnn.com/2015/01/30/politics/pentagon-wounded-veterans-caregiver-budget-cuts/index.html,Fighting for wounded warriors: CNN helps save funding for caregivers for our nation’s wounded,Politics,CNN,"They are the care-givers who help nurse our nation’s wounded warriors back to health, and some level of self-reliance. And until CNN got involved, the Department of Defense was about to significantly cut their reimbursements for lodging, meals, and incidentals, which allow them to do their important work. “My job (was) to be with my son pretty much 24/7,” Morgen Hummel, the mother of Sgt. Adam Hartswick, told CNN. Hartswick, an Army senior combat medic, lost both his legs after an improvised explosive device detonated under him in Zhari Province, Afghanistan, in 2013. “Not only did my son lose his legs … but then financially if you got to worry about – is my house going to be here when I get back from tending to my son, that’s a double whammy,” Hummel said. The Department of Defense reimbursement allowed Hummel to leave her job to care for her son, “and not worry that I couldn’t pay my mortgage when I came back.” The Pentagon classifies caregivers such as Hummel as NMAs, or “non-medical attendants.” They are sometimes family, or friends, or others, who work with troops who have been severely wounded, often with missing limbs or debilitating brain injuries. They treat their wounds, help them re-learn how to stand, or walk, or speak, and nurse them to as much independence as they can achieve. All this was at risk when a Pentagon rule went into effect on Nov. 1, 2014, that sought to eliminate $22 million from the budget by discouraging excessive travel for both uniformed and civilian employees of the Department of Defense. That rule would have cut the per diem to 55% reimbursement for lodging, meals and incidental expenses for those whose work extended beyond six months, or 181 days. Obviously, the work done by these NMAs can last far beyond half a year. One wounded warrior, worried that the rule change would cost him his caregiver and thus risk his recovery, reached out to CNN. We in turn contacted the Pentagon, demanding to know why these crucial funds were being cut. To its tremendous credit, the Pentagon acknowledged the problem and fixed it immediately. The original rule was an attempt to discourage unnecessary travel, a spokesperson for Pentagon told CNN, but NMAs got swept up in the rule inadvertently. “We want to thank you Jake and CNN for bringing it to our attention because we had not seen this unintended consequence of what was, in every other respect a very sound an judicious financial policy. But you brought it to our attention,” Pentagon spokesman Rear Admiral John Kirby told us. “And we were able to get it changed within a week.” NMAs will continue to be reimbursed as long as they need to be, and those NMAs affected by the November 2014 budget rule will be able to claim back money spent during that time. What would have happened to attendants, and the wounded warriors for whom NMAs care without that funding? “I would have had to leave Adam and I think his dad would have, too,” Hummel speculates. “We wouldn’t have been able to stay with Adam and I’m sure he wouldn’t be as far along in his recovery and I would say that for anybody. They need that help, they really do.” NMAs take up temporary residence wherever wounded warriors, still in the military, are cared for: at Walter Reed Medical Center, at Brooke Army Medical Center (BAMC), at Madigan Army Medical Center, Navy Medical Center San Diego, at the Air Force 59th Medical Wing, Joint Base San Antonio, Texas. When the troops transition out of the military, so too do their caregivers. Because numbers are kept on an installation level, it is difficult to pull together a full number of NMAs. There are currently 69 at Walter Reed, many of whom are there for more than 30 days. BAMC, Madigan, and Balboa have 22 NMAs, including 17 long-term. After Staff Sgt. John Faulkenberry had his right leg shot off during the Battle of Saret Koleh in Nuristan Province, Afghanistan, in July 2007, his wife Sarah had to quit her job as an event planner in Midland, Texas, and move to a modest hotel on the grounds of Walter Reed for 10 months. The per diem reimbursements as an NMA “gave me the freedom to solely focus on him and his recovery,” she tells CNN. “You want to help them become independent,” she says of her mission. But it was a long haul. Faulkenberry had dozens of surgeries on his leg as doctors constantly had to clean the wound, trying to save as much of it as they could. She helped him with daily living activities, getting food, using the rest room, and making appointments. She became trained in wound care and changing his bandages; she learned how to administer shots to deal with his blood clots; she was taught how to administer IV antibiotics to help him with his infections so he didn’t have to stay in the hospital. She says she can’t imagine going through that with added financial stresses. “You don’t need to be worrying about that sitting next to your husband who saw two guys killed and is bleeding everywhere,” she says. It’s even more difficult, Sarah says, for parents of wounded warriors who become NMAs, who don’t get the military salaries that couples get. Such as Morgen Hummel who continues to care for her son Sgt. Adam Hartswick. “At first we pretty much marathoned it with Adam. We would stay there from sunrise to sunset, and beyond,” Hummel said. “Having your mom there is important,” Hartswick said. “And having my dad there to, you know, wake me up in the middle of the night and keep me calm, that was vital to my recovery.” Hartswick has made great strides in regaining his independence. He is now out of the hospital, and even dating. Now, with these funds restored, families like Hartswick’s will be able to continue the journey back from battle, together.",5720,Jake Tapper,0.068,0.827,0.105,0.992
129,129,01/30/2015,https://www.cnn.com/2015/01/29/politics/duke-primary-steve-scalise/index.html,David Duke ‘just might’ primary Steve Scalise,Politics,CNN,"Former Ku Klux Klan leader David Duke suggested on Wednesday he might primary Louisiana Republican Rep. Steve Scalise, after Scalise distanced himself from an event hosted by Duke’s white nationalist group. During an interview on the Jim Engster Show, audio of which was obtained by BuzzFeed, Duke calls Scalise a “sellout” for saying his appearance at a meeting of the European-American Unity and Rights Organization in 2002 was a “mistake.” “He’s a sellout,” Duke said. “He’s not David. He used to say that he was David Duke — of course, without the baggage, whatever that means.” READ: Steve Scalise fallout: What you need to know “It wasn’t a Klan meeting. It wasn’t any sort of a radical meeting, it was a meeting that said there was European-American rights, right? So he is a sellout, right? Because, you know, he can’t meet with members of his own district who have opinions like I have, but he meets with radical blacks who have total opposite political positions than him,” he added. Duke said that a majority of the voters in Scalise’s district voted for him when he ran for statewide office in Louisiana, and that by apologizing for attending the conference, Scalise is “insulting” his constituents. And while he admitted he’s not registered to vote in Louisiana, he “might just register” in order to run against the congressman. “I just might have to run against Steve Scalise because you know — I really might. I mean, I’m definitely going to consider it because it’s so disgusting to me to see … he got elected on false pretenses,” he said. Scalise weathered calls to resign after a local political blog uncovered postings indicating he spoke to the group over a decade ago. The congressman first said he didn’t remember speaking to the group, then apologized, and later conflicting accounts of the event raised questions about whether he spoke to the conference itself, or simply to a group of interested locals before the conference started. House leadership stood by the majority whip, and talk of the scandal has died down in recent weeks. But he does represent a deep-red district, and there had already been talk of a primary challenge — from former tea party-backed Senate candidate Rob Maness. If both Maness and Duke challenged him, however, Louisiana’s jungle primary system — in which the top-two vote getters head to a runoff if no candidate gets more than 50% in a primary — would give Scalise a better-than-even shot at re-election.",2461,Alexandra Jaffe,0.072,0.895,0.033,-0.967
130,130,01/30/2015,https://www.cnn.com/2015/01/30/politics/secretary-of-state-john-kerry-fined-for-snow/index.html,Kerry fined for unshoveled sidewalk,Politics,CNN,"Like everyone else, Secretary of State John Kerry needs to make sure the sidewalk around his home gets shoveled. But Kerry was slapped with a $50 fine this week when he didn’t clear a sidewalk on the side of his home in Boston, where a blizzard heaped more than two feet of snow earlier this week. Kerry was abroad with President Barack Obama in Saudi Arabia on Tuesday when the snowstorm hit New England. Kerry was hit with the fine after a passerby submitted a picture of the snow-filled sidewalk on the city of Boston’s online “Citizens Connect” portal on Wednesday. The snow removal company tasked with clearing the sidewalk alongside Kerry’s home initially cleared the front of Kerry’s home, but mistook yellow caution tape set up on the side of Kerry’s home as police tape and steered clear, Kerry’s spokesman Glen Johnson said. The tape had been put up to warn passersby of falling snow and ice overhead, Johnson said. The last of the snow around Kerry’s Boston home was cleared late Thursday morning. “The snow has all been shoveled now, the Secretary will gladly pay the ticket, and let’s hope this is the last blizzard of the year,” Johnson said.",1156,Jeremy Diamond,0.023,0.864,0.113,0.9562
131,131,01/30/2015,https://www.cnn.com/2015/01/29/politics/lindsey-graham-2016-presidential-campaign/index.html,Graham on 2016: ‘I’m tired of just complaining’,Politics,CNN,"Sen. Lindsey Graham says he is testing the waters on a presidential run because he is sick of hearing himself complain. “I complain a lot and also have some solutions. I’m tired of just complaining and now ready to try to lead. Whether or not there is a market for me, I won’t know until I try,” Graham told CNN in an interview. Graham set up a new political organization on Thursday called “Security Through Strength,” which will allow him to raise money and hire a political staff as he weighs whether to officially run for president. The South Carolina Republican said he expects to make a decision by the end of April. Graham is a conservative, but bucks his party on big issues like immigration, where he thinks there should be a path to citizenship, and climate change, which he believes is at least in partly the result of human activity. READ: Have Republicans wised up about 2016? “Conservatism will sell to any demographic in this country as long as it’s sold in a way to be inclusive and not hateful,” said Graham. He made a point of noting that he beat back several challengers from the right in a GOP primary last year for his Senate seat in South Carolina, a conservative state. “I’m not going to run away from the idea that the President of the United States has to bring the parties together. Conservatism is an asset in terms of winning a national election, but what is needed more than conservatism or liberalism is pragmatism and somebody that can get a result. Only time will tell,” said Graham. When asked what he would bring to the table that other establishment Republicans like Jeb Bush, Mitt Romney or Chris Christie do not, Graham focused immediately on foreign policy. “It will be about who can best protect the county, who has an alternative to Obama on foreign policy at a time when we need one,” Graham said. “Ronald Reagan said that his platform was peace through strength. I’ve concluded that with radical Islam, peaceful coexistence is nonexistent, is a fantasy. I think I can articulate how to straighten out a screwed up world when it comes to national security.” Graham says he believes he can be competitive in Iowa, as well as New Hampshire, the second Republican contest. The next would be his home state, where he says he is confident he could win. There is no guarantee of that, of course. Graham won his GOP primary for the Senate in large part because he worked to keep formidable conservative opponents off the ballot. Still, South Carolina is his home turf where voters know him, and some Republicans there who relish their role as the GOP gateway to the South in the presidential process, are privately concerned that Graham getting in could effectively take that state off the map. Graham, an Air Force reservist who is still a military lawyer, is one of the Senate’s leading foreign policy hawks, so it’s clear he thinks national security is his main calling card in any presidential race. But he also plans to push the desire for deal-making on the domestic front. “I’ve gotta convince people that not only would I be a good commander-in-chief but I can do more than the foreign policy stuff, that I can be someone that gets both parties in a room that comes out with an outcome,” said Graham. Graham was a constant presence on the presidential campaign trail in 2000 and 2008 when his close friend, Sen. John McCain, ran for president. SEE ALSO: Graham forms committee to test 2016 waters McCain on Thursday called Graham his “best friend” and also recently joked that Graham, almost two decades younger than McCain, is his “illegitimate son.” “Well, I hope I get to be in his will now that I’m his illegitimate son – which was news to me and Cindy [McCain] and everybody else,” Graham joked. But Graham then got serious, and emotional, talking about the fact that McCain has been telling anyone who will listen for months he believes Graham should throw his hat in the presidential ring. “John is a dear friend. One of the highlights in my time in politics is him, and I know he loves me dearly,” Graham said, as he tried to fight back tears. “We are truly friends, but he wouldn’t say to anybody that I should be president if he didn’t really mean it, and believe it.” He calls McCain’s encouragement a “personal honor I will cherish,” but also says that it is “not going to carry the day for me.”",4349,Dana Bash,0.028,0.809,0.163,0.9991
132,132,01/30/2015,https://www.cnn.com/2015/01/30/politics/chris-christie-mitt-romney-2016-election/index.html,"Christie, Romney to meet for dinner Friday night",Politics,CNN,"Gov. Chris Christie and Mitt Romney will have dinner Friday night in New York City, just hours after Romney announced he won’t be seeking a third run for president. According to a source familiar with the dinner, their wives may also attend. The two men are friends. “Real friends, not political friends,” as Christie has previously said. The source warned against expecting Romney to endorse anyone in the near future, or perhaps at all, saying the 2012 GOP nominee will be out helping the party, but not necessarily for any one 2016 candidate. Romney is in New York Friday to attend a private lunch event for the Ann Romney Center for Neurologic Diseases at Brigham and Women’s Hospital. An aide to Romney said the dinner is a “social meeting” and “was arranged a while ago.” Christie was vetted in 2012 to be Romney’s potential running mate, but it was later made public in the book “Double Down” that concerns came up during the vetting process about Christie’s health and weight, as well as a controversy involving Christie’s time as a federal prosecutor in New Jersey. Romney aides and supporters also came to resent Christie after he teamed up with President Barack Obama a week before the election to survey damage in New Jersey after Superstorm Sandy. Critics argued that Christie’s praise of Obama at the time elevated the president just days before voters headed to the polls. Romney later said he had no bad feelings against Christie about the episode. “You have to look at Chris and say this is a guy who’s been a very effective governor and has a great potential for leadership,” Romney told CNN’s Gloria Borger in 2013. About a year ago, when being pressed about a third run for president, Romney instead pointed to Christie and other Republicans as potentially strong GOP nominees. “I want to make sure that we take the country in a different direction. I think that Chris Christie and Paul Ryan and Jeb Bush and Scott Walker, and the list goes on, have a much better chance of doing that, and so I will support one of them as they become the nominee,” Romney told the New York Times. It was one of many times Romney praised the New Jersey governor last year. Romney appeared as a special guest at Christie’s birthday fundraiser in New Jersey last September. They shared the same stage at an event that in many ways appeared to foreshadow a potential campaign event if Christie were to run for president, complete with a highly complimentary introduction by Romney, an American flag as a backdrop, and an excited audience. “This is a guy who cares about the people in this great state, he cares about the poor, he cares about the middle class. He cares about getting good jobs,” Romney said. “This is a guy who fights for the things he believes in.” The love-fest continued when Christie was at the podium. “Wouldn’t our country be a hell of a better place if this man were the President of the United States?” Christie roared.​",2944,Dana Bash,0.046,0.781,0.174,0.9976
133,133,01/30/2015,https://www.cnn.com/2015/01/30/politics/romney-2016-call/index.html,Mitt Romney will not run in 2016,Politics,CNN,"Former Massachusetts Gov. Mitt Romney will not make a third run for president, he told supporters on a Friday morning call, saying he believes it’s “best to give other leaders in the party the opportunity” to become the nominee. Romney acknowledged during the call that he may not have been the strongest contender for the GOP in a general election, and said that was the primary motivation behind his decision. Former Romney co-chair ‘not happy’ with 2016 interest “I feel that it is critical that America elect a conservative leader to become our next president. You know that I have wanted to be that president. But I do not want to make it more difficult for someone else to emerge who may have a better chance of becoming that president,” he said. The 2012 GOP nominee said on the call that he’ll “do whatever I can” to help elect that person — and attempted to tamp down any further speculation over whether he’ll change his mind. “That seems unlikely,” he said. “Accordingly, I’m not organizing a PAC or taking donations; I’m not hiring a campaign team.” Romney said that while he’s “convinced that we could win the nomination … it would have been a difficult test and a hard fight.” “Our finance calls made it clear that we would have enough funding to be more than competitive. With few exceptions, our field political leadership is ready and enthusiastic about a new race. And the reaction of Republican voters across the country was both surprising and heartening,” he said, noting early primary polling that’s had him leading the potential GOP primary field. But since his surprise announcement to donors earlier this month that he was interested in making another bid, Romney has had a rocky start. Wall Street wasn’t ready for another Mitt Romney campaign He’s faced deep skepticism from some quarters within the party, including some of his major donors and former campaign aides. Many expressed concerns that Romney wasn’t the best option to take on expected Democratic nominee Hillary Clinton, whom the GOP plans to portray as old news and out of touch — both characterizations that could dog the former Massachusetts governor if he runs again as well. And the decision this week of a top Romney operative in Iowa to sign up with Bush’s campaign was the latest in a series of defections, raising doubts on Romney’s chances going forward. But Romney’s decision not to run doesn’t remove him from the 2016 calculus. Rather, it sets him up as a certain kingmaker in the wide-open GOP primary, as he still holds sway over many major donors and has deep respect within the party. And it solidifies former Florida Gov. Jeb Bush’s position as the preferred candidate of the establishment in the GOP primary, improving his chances in the overall fight. A wide array of conservative contenders are expected to jump in the race and will jockey for position; Romney’s exit leaves just Bush and New Jersey Gov. Chris Christie as the clear establishment contenders. Bush used his social media accounts Friday to praise Romney’s decision. “Though I’m sure today’s decision was not easy, I know that Mitt Romney will never stop advocating for renewing America’s promise through upward mobility, encouraging free enterprise and strengthening our national defense,” Bush posted on his Facebook wall Friday after the announcement came. “Mitt is a patriot and I join many in hoping his days of serving our nation and our party are not over.",3438,Alexandra Jaffe,0.039,0.781,0.18,0.9983
134,134,01/30/2015,https://www.cnn.com/2015/01/30/politics/gop-attacks-clinton-prisoner-swap/index.html,GOP attacks Clinton on prisoner swap,Politics,CNN,"That U.S. Military officials and the intelligence community believe that one of the detainees may have attempted to return to military activity from his current location in Qatar, reported by CNN, has become a political problem for Hillary Clinton. A clandestine U.S. program monitoring the released Taliban fighters’ communication uncovered evidence that one of them has “reached out” to try to encourage militant activity, an official told CNN. He is currently classified as being “suspected” of returning to terrorist activities, but some within the administration believe the evidence of his communication is strong enough to classify him as “confirmed” having returned to illegal activities. Officials: Detainee swapped for Bergdahl suspected of militant activities But for Clinton, who praised the swap and downplayed the potential security risks of the prisoners’ release, the news could become a political headache as she contemplates a presidential bid. The Republican National Committee and the GOP opposition research firm America Rising both went after the former secretary of State. While she did push for a tougher deal for the swap, they pointed to her comments during a June Today Show appearance that “these five guys are not a threat to the United States” as evidence she’s out of touch with the national security challenges facing America, and tied her to President Obama on the issue. “Each passing day, the Obama-Clinton foreign policy continues to unravel,” RNC spokesman Michael Short wrote in an email to reporters. Republicans believe national security will be a key issue in the upcoming presidential campaign, and see an opening for attack on what they believe has been a flat-footed and hapless foreign policy from Obama. They’ve sought to tie Clinton — who’s the overwhelming front-runner on the Democratic side — to Obama on the issue, and point to her time as secretary of State as evidence she should be held responsible for national security threats that have grown on his watch.",2012,Alexandra Jaffe,0.07,0.822,0.108,0.9121
135,135,01/30/2015,https://www.cnn.com/2015/01/30/politics/2016-gop-candidates-react-to-romney-decision/index.html,Would-be 2016 foes welcome Romney’s decision not to run,Politics,CNN,"Potential 2016 contenders breathed a sigh of relief Friday and welcomed their once-potential foe Mitt Romney’s decision not to chase a third run for the White House. Romney’s decision came exactly three weeks after he told a roomful of donors that he was seriously considering a run for president, a move that shook up the field of prospective GOP presidential candidates. But on Friday Romney’s would-be foes showered praise on the former 2012 Republican nominee. Former Florida Gov. Jeb Bush, who would have had to jockey with Romney for the establishment vote, praised Romney as a “leader in our party” and wrote in a Facebook post that he looks forward to working with Romney in the future. RELATED: White House deletes blurred Mitt Romney-Suge Knight tweet “There are few people who have worked harder to elect Republicans across the country than he has. Though I’m sure today’s decision was not easy, I know that Mitt Romney will never stop advocating for renewing America’s promise,” Bush said. “Mitt is a patriot and I join many in hoping his days of serving our nation and our party are not over.” Bush had spent recent days and weeks scrambling to lock up establishment donors and snagged a big win Thursday when he pulled one of Romney’s top aides David Kochel to join his team. Bush will still have to contend with a wide open field of more than a dozen Republicans who are likely to vie for the party’s nomination. And they too welcomed Romney’s announcement Friday. Sen. Rand Paul of Kentucky wished Romney and his wife, Ann, “the best” on Twitter. “My family & I wish Mitt & Ann the best. We have gotten to know them over the last few years & deeply respect their family & Mitt’s service,” Paul tweeted. “I hope to work together with Mitt to grow our party and lead our country forward.” Sen. Marco Rubio, who is also eying a run, praised Romney, recognizing “what a difficult decision this must be given his love of our country.” “He certainly earned the right to consider running, so I deeply respect his decision to give the next generation a chance to lead,” Rubio said. “Over the past two years, there hasn’t been a day when I didn’t think that Mitt Romney would have been a better president than Barack Obama.” Romney said Friday in a call to supporters that he wanted to “give other leaders in the party the opportunity” to become the nominee. “I feel that it is critical that America elect a conservative leader to become our next president. You know that I have wanted to be that president. But I do not want to make it more difficult for someone else to emerge who may have a better chance of becoming that president,” Romney said. Sen. Lindsey Graham said Friday on CNN he was “a little bit surprised” by Romney’s decision to step away from the 2016 presidential race and praised the former nominee as a “good man” who would have made a good president. Graham, a Republican from South Carolina, set up a political action committee this week to begin testing the waters for a presidential campaign of his own, one that would play heavily on foreign policy and the need for a strong military in a time of global turmoil. Graham said Romney’s decision doesn’t “at all” impact his thought process on a potential bid. “It’s just one less good person to choose from,” Graham said. “Whether it works for me I don’t’ know but I’m going to take a look at it.” Even Sen. Ted Cruz, who had said Republicans would lose the presidency with a Mitt Romney-style candidate in 2016, praised Romney in a post on Facebook for his record as governor and in business. “He worked tirelessly in 2008 and 2012 to try to turn our country around,” Cruz said. “Regardless of whether he is a candidate, Governor Romney will continue to be a respected leader having a positive impact on our national discourse.” Cruz this weekend also pointed to Romney’s 47% comments as the reason the GOP lost in 2012. Meanwhile, Romney will sit down with New Jersey Gov. Chris Christie for dinner on Friday and Gov. Scott Walker of Wisconsin tweeted that he spoke with Romney. “Had a great conversation w/ @MittRomney. He’s a good man. Thanked him for his interest in opening the door for fresh leadership in America,” Walker tweeted. Donald Trump, the billionaire who is flirting with a presidential run, called Romney’s decision “the right thing” and took credit for Romney’s decision to step back in a series of tweets Friday afternoon. “I will take full credit for Mitt Romney dropping out of the race—looks like he won’t be endorsing Trump any time soon,” Trump tweeted, less than a week after he proclaimed in Iowa that Romney “had his chance” and  “he choked.” “Mitt did the right thing—not because he had to– but because he never would have been given a second chance after his first fiasco,” Trump tweeted. “Now that Mitt is gone, all we have to do is get Bush to drop out and Trump to run—and we will win!”",4899,Jeremy Diamond,0.035,0.796,0.169,0.9993
136,136,01/30/2015,https://www.cnn.com/2015/01/30/politics/boehner-battles-right-left/index.html,"GOP moderates, right wing have Boehner tug-of-war",Politics,CNN,"House Speaker John Boehner is no longer just taking hits from the right, as moderate Republicans are pulling him back in his direction as well. As he gets ready to take on the most volatile issue yet in the new Congress – how to avoid a potential shutdown of the Department of Homeland Security, which runs out of money at the end of February – Boehner has to maneuver demands from both sides of his conference. As has become recent tradition the Speaker is facing familiar criticism from conservative members, who complain he isn’t being aggressive enough in responding to the President’s executive actions on immigration.  But he’s also getting flak from centrist GOP members, who are showing a new willingness to resist going along with legislation they think those in the right wing of their party is pushing too far. The result: votes on two major politically significant bills to Republican activists – one banning late term abortions and one on border security – have been postponed indefinitely. In the last four weeks Boehner had to beat back a challenge in his re-election to a third term as Speaker, manage a divisive vote on immigration policy, defend a late night decision to pull an abortion bill after several GOP women complained it was too extreme.  He was also forced to shelve a GOP border bill, which he hoped would be the first step in his effort to reform the immigration system. “There have been a couple of stumbles,” the Speaker admitted to reporters Tuesday. Two House Republicans lamented to CNN that the series of high profile internal fights were hurting morale and frustrating those who hoped the new session would feature a series of legislative accomplishments instead of fumbles. “We were promised it would get better,” one of these Republicans, who spoke under anonymity to speak freely about private discussions, told CNN. In a closed door meeting with rank and file members earlier this week Boehner pledged that things would get back on track, according to GOP sources who attended.  He conceded that he and his leadership team moved legislation to the floor without going through “regular order” because committees were still being formed and they wanted to start addressing key priorities out of the gate. Going forward the Speaker said members would have more time to review legislation before votes. Boehner is no stranger to complaints from his right flank. Internal skirmishes among House GOP members were a hallmark of his first four years.  On the first day of the new Congress Boehner beat back a challenge from a group of 25 mostly conservatives who wanted to force a change in leadership. But even some of those who voted for Boehner for his third term aren’t convinced he’s listening, so they started a new initiative they say will help keep him honest. “Many of us feel here in Washington that politicians go back home and make promises and then they forget them when they get here,” Idaho Rep. Raul Labrador told CNN. Earlier this week Labrador and eight other House Republicans announced the formation of a new group called the “House Freedom Caucus.”  These members had already been meeting informally to discuss how they could more effectively push for conservative policies.   Labrador said the existing group of fiscal conservatives, the Republican Study Committee (RSC) had grown too big and that these members wanted “something more than a debating society.” Rep. Tim Huelskamp of Kansas, a longtime critic of Boehner’s, told CNN he is still waiting to hear how House GOP leaders will fight to roll back Obamacare, fight the President’s policies on immigration, and vote on measures that represent the party’s position on major social issues. “I see no strategic path to do what we promised to do on any of these issues - they just all just seem to be endlessly going nowhere,” Huelskamp said. As some of the right continue to bristle, the larger House majority also includes a segment of centrist members who are wielding new influence. In recent years fears of getting a primary challenge from the right meant most members didn’t publicly break ranks with the mostly conservative House Republican conference. But two times in the last four weeks more moderate members demonstrated they can impact the House agenda. Several GOP women opposed provisions of the House GOP late term abortion bill would turn off young voters and women. Even though leadership aides thought the bill could still pass they abruptly pulled it because they wanted to avoid the optics of women opposing one of the first major bills. RELATED: House passes abortion measure Another segment of House Republicans rebelled against an immigration amendment championed by conservatives. The proposal, which was attached to a spending bill to fund the Department of Homeland Security would effectively end the Administration’s policies that deferred the deportation of those children who were brought to the U.S. by immigrant parents entering the country illegally. Twenty six moderate GOP members voted against it, saying it went too far. It wasn’t enough to block the amendment, but it was a notable group that could be a force in future immigration debates. Many of these centrist members who represent competitive districts see a small window of time for Congress to produce results before the attention turns to the 2016 election. They stress that their colleagues need to be realistic about what can get through both chambers – especially when Republicans don’t have the 60 votes needed in the Senate to overcome a Democratic filibuster. “There are a lot of members who came her to govern like myself and who see this as an opportunity. Let’s not lose this opportunity, let’s not squander it. Let’s get it done and that to me what’s motivating a lot of members,” Rep Tom Reed, of New York told CNN. Boehner starts his second month as Speaker with a vote on an issue that unites House Republicans – repealing Obamacare. The measure will pass easily, but bringing up the issue raises the question about how the GOP would replace the health care law. The Speaker has committed to coming up with an alternative, but the internal divisions among his members about who would need to be covered and how to structure a new system will likely showcase the splits among House Republicans. But the Speaker doesn’t appeared to be phased by the rough first month, or the fights ahead over immigration, the debt ceiling, tax reform and other issues. Asked in an interview on Fox News on Wednesday if this would be his last term, Boehner waved off the question, saying, “No, I’ll be here for a while.”",6618,Deirdre Walsh,0.062,0.853,0.085,0.9825
137,137,01/30/2015,https://www.cnn.com/2015/01/30/politics/mary-cheney-facebook-post/index.html,Mary Cheney: Why is drag ‘socially acceptable’ and blackface isn’t?,Politics,CNN,"Mary Cheney wants to know why it isn’t “socially acceptable” for a white person to “put on blackface and act out offensive stereotypes of African-Americans” if drags queens are allowed to imitate female stereotypes? If a man can dress up as a woman to entertain an audience, then why can’t a white person get on stage in blackface, the daughter of former Vice President Dick Cheney wondered aloud Thursday in a private Facebook post obtained by CNN. “Why is it socially acceptable – as a form of entertainment – for men to put on dresses, make up and high heels and act out every offensive stereotype of women (bitchy, catty, dumb, slutty, etc.) – but it is not socially acceptable – as a form of entertainment – for a white person to put on blackface and act out offensive stereotypes of African Americans?” Cheney wrote in a post on Thursday her private Facebook page. Some of Cheney’s posts appear to only be visible to those who are in her Facebook network. “Shouldn’t both be ok or neither?” Cheney wondered. Cheney, who is openly gay and married, emphasized that she was not drawing any comparisons between white people painting their faces black and transgender individuals, only men who entertain in drag. Cheney said the question was sparked after seeing an ad on TV for the upcoming season of Logo’s RuPaul’s Drag Race. Asked via Facebook message whether she’d like to clarify her comments, Cheney gave a brief response: “Seriously?” It’s not the first time Cheney has taken her views to Facebook. Cheney took to Facebook in Nov. 2013 after her sister Liz, who was campaigning for Senate in the Wyoming GOP primary, reaffirmed her opposition to same-sex marriage. “Liz – this isn’t just an issue on which we disagree – you’re just wrong – and on the wrong side of history,” Cheney wrote then on Facebook.",1814,Jeremy Diamond,0.112,0.836,0.051,-0.9612
138,138,01/30/2015,https://www.cnn.com/2015/01/29/politics/afghanistan-reconstruction-money-classified/index.html,Key data on Afghan reconstruction funding classified,Politics,CNN,"The U.S. military has, for the first time, classified key data about reconstruction efforts in Afghanistan, in a move that has frustrated one government watchdog and left the public in the dark on billions in spending. The agency tasked with overseeing U.S. reconstruction efforts in Afghanistan released their quarterly report to Congress on Thursday, featuring a series of glaring asterisks. The office of the Special Inspector General for Afghanistan Reconstruction, better known as SIGAR, said in its report summary they were unable to present a complete evaluation of reconstruction spending within the report because key data was withheld by the military and the State Department, at least in an unclassified format. READ: Three American contractors killed at Kabul airport The most glaring omission is the absence of information from the Afghan National Security Forces (ANSF), classified by the Defense Department for the first time this quarter. Additional data on the ANSF was classified last quarter by the International Security Assistance Force. Pentagon spokesman Lt. Col. Chris Belcher said the decision was made “to address potential concerns about operational security.” “We appreciate, understand and support SIGAR’s responsibility to provide information to Congress and the American public,” Belcher said in a statement. “At the same time, we have a responsibility to protect data that could jeopardize the operational security of our Afghan partners to include unnecessarily highlighting possible vulnerabilities and capability gaps.” Belcher said the Afghan government requested the U.S. not disclose readiness data from the Afghan National Security Forces. According to the SIGAR report, Congress has appropriated more than $65 billion to the Afghan forces to date, more than half of the approximately $104 billion appropriated for relief and reconstruction in Afghanistan generally. SIGAR expressed concern about these decisions in its report and said that earlier this month the military retroactively classified other information it had submitted to the agency only days earlier. Because of the newly classified nature of the data, portions of the quarterly report are now only available to members of congress in a classified annex, and are not available to the public. SEE ALSO: Afghan President: Obama should ‘re-examine’ troop withdrawal This quarter’s SIGAR report was also compiled without input from the State Department on some of their funding efforts. That report noted that while federal agencies are legally required to submit requested data to SIGAR, “the State Department did not answer any of SIGAR’s questions on economic and social development this quarter, and failed to respond to SIGAR’s attempts to follow up.” Asked to comment, State Department spokeswoman Jen Psaki said her department did not purposefully keep data from the agency. “This quarter it took longer than expected to collect and distill the requested information and our response on social and economic issues missed the reporting deadline,” Psaki said at a press briefing on Thursday. “We did however, convey the delay to SIGAR and we did not intentionally withhold information for these quarterly reports. We expect it will be complete in the next quarter with all of the details across the board,” she said.",3321,Laura Koran,0.035,0.908,0.056,0.8053
